ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
1853260045,Great Expectations (Wordsworth Classics),Charles Dickens,1997,Wordsworth Editions Ltd
441009239,Living Dead in Dallas (Southern Vampire Mysteries),Charlaine Harris,2002,Ace Books
441008534,Dead Until Dark (Southern Vampire Mysteries),Charlaine Harris,2001,Ace Books
312924801,September,Rosamunde Pilcher,1991,St. Martin's Press
451454537,Grunts!: A Fantasy With Attitude,Mary Gentle,1997,Roc
812516001,The Inheritor,Marion Zimmer Bradley,1984,Tor Books
399145923,Carolina Moon,Nora Roberts,2000,Putnam Pub Group
316693251,Roses Are Red,James Patterson,2000,Little Brown and Company
068416325X,The GREAT GATSBY (Scribner Classic),F. Scott Fitzgerald,1979,Scribner Paper Fiction
3746614007,Die PÃ?Â¤pstin.,Donna Woolfolk Cross,1998,Aufbau Tb
679735909,Possession : A Romance,A.S. BYATT,1991,Vintage
380716542,Birds of Prey: A Novel of Suspense,J.A. Jance,2002,Avon
380792486,Outlaw Mountain: A Joanna Brady Mystery,J.A. Jance,2004,Avon
451523377,Dracula (Signet Classics (Paperback)),Bram Stoker,1997,Signet Classics
452281423,The Claiming of Sleeping Beauty (Sleeping Beauty),A.N. Roquelaure,1999,Plume Books
679775439,The Wind-Up Bird Chronicle,Haruki Murakami,1998,Vintage Books USA
345272587,The Fellowship of the Ring,J. R. R. Tolkien,1977,Not Avail
385334923,Tulip Fever,DEBORAH MOGGACH,2001,Delta
345445856,Milk Glass Moon (Ballantine Reader's Circle),ADRIANA TRIGIANI,2003,Ballantine Books
449221490,L Is for Lawless,Sue Grafton,1996,Fawcett Books
042513699X,Turtle Moon,Alice Hoffman,1993,Berkley Publishing Group
015602943X,The Time Traveler's Wife (Harvest Book),Audrey Niffenegger,2004,Harvest Books
037570485X,The Inn at Lake Devine,Elinor Lipman,1999,Random House
886773741,Tailchaser's Song,Tad Williams,1994,Daw Books
515126098,Field of Thirteen,Dick Francis,1999,Jove Books
345387651,The Cider House Rules,John Irving,1994,Ballantine Books
553287893,Rendezvous with Rama,Arthur C. Clarke,1990,Bantam
61073628,A Night Without Armor : Poems,Jewel,1999,Perennial Currents
679433023,Violin,Anne Rice,1997,Alfred A. Knopf
679463321,Killing Time: A Novel of the Future,Caleb Carr,2000,Random House Trade
679444815,Timeline,Michael Crichton,1999,Alfred A. Knopf
486268705,Dubliners (Dover Thrift Editions),James Joyce,1991,Dover Publications
60921145,Animal Dreams,Barbara Kingsolver,1991,Perennial
425121259,The Servants of Twilight,Dean R. Koontz,1996,Berkley Publishing Group
61030430,Long Time No See,Susan Isaacs,2002,HarperTorch
553572210,Silent Treatment,Michael Palmer,1996,Bantam Books
553288342,Sleepwalk,John Saul,1997,Bantam Books
743467523,Dreamcatcher,Stephen King,2003,Pocket
312950489,The Black Echo (Detective Harry Bosch Mysteries),Michael Connelly,1993,St. Martin's Press
014012389X,Love in the Time of Cholera,Gabriel Garcia Marquez,1998,Penguin Books Ltd
446353205,The Charm School,Nelson DeMille,1989,Warner Books
446357405,The Other Side of Midnight,Sidney Sheldon,1988,Warner Books
373834284,Rebellion,Nora Roberts,1999,Harlequin
440224853,The Ghost,Danielle Steel,1998,Dell Publishing Company
345404114,Sleepers,Lorenzo Carcaterra,1996,Ballantine Books
446361739,Slow Heat in Heaven,Sandra Brown,1991,Warner Books
141007338,About a Boy,Nick Hornby,2002,Penguin Books Ltd
7110928,Billy,Pamela Stephenson,2002,HarperCollins Entertainment
375760393,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,2002,Random House Trade
425129586,And Then There Were None,Agatha Christie,1995,Berkley Publishing Group
671027662,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books
399523308,The Girlfriends' Guide to Surviving the First Year of Motherhood: Wise and Witty Advice on Everything from Coping With Postpartum Mood Swings to Salva ...  to  Fitting into That Favorite Pair of Jeans,Vicki Iovine,1997,Perigee Books
042513024X,The A.B.C. Murders,Agatha Christie,1993,Berkley Publishing Group
446530239,If Looks Could Kill,Kate White,2002,Warner Books
552133256,Strata,Terry Pratchett,1988,Corgi Adult
671742515,Long Dark Tea Time of the Soul,Douglas Adams,1991,Pocket
316198951,Jim the Boy : A Novel,Tony Earley,2001,Back Bay Books
345427637,The Angel of Darkness,Caleb Carr,1998,Ballantine Books
449213765,Lady Oracle,Margaret Atwood,1990,Fawcett Books
553213105,Pride and Prejudice,Jane Austen,1981,Bantam
385474547,Things Fall Apart : A Novel,CHINUA ACHEBE,1994,Anchor
671020293,Butterfly (Orphans),V.C. Andrews,1998,Pocket
671042572,Jewel (Oprah's Book Club),Bret Lott,1999,Pocket
743420373,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,2000,Pocket
440219760,The Transall Saga,GARY PAULSEN,1999,Laurel Leaf
451209907,Quentins,Maeve Binchy,2003,Signet Book
449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books
399149783,Monkeewrench,P. J. Tracy,2003,Putnam Publishing Group
525946284,Jackdaws,Ken Follett,2001,Dutton Books
385318073,Evening Class,Maeve Binchy,1997,Dell
61013315,The Eleventh Commandment,Jeffrey Archer,1999,HarperTorch
1400031362,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor
449223612,N Is for Noose,Sue Grafton,1999,Fawcett Books
044020352X,Anguished English: An Anthology of Accidental Assaults Upon Our Language,RICHARD LEDERER,1989,Laurel
156012197,The Little Prince,Antoine de Saint-ExupÃ©ry,2000,Harvest Books
449221180,Native Tongue,Carl Hiaasen,1992,Fawcett Books
553107755,Fierce Invalids Home from Hot Climates,TOM ROBBINS,2000,Bantam
1853260150,Picture of Dorian Gray (Wordsworth Classics),Oscar Wilde,1997,NTC/Contemporary Publishing Company
393314804,Trainspotting,Irvine Welsh,1996,W. W. Norton & Company
038073186X,Shutter Island,Dennis Lehane,2004,HarperTorch
440195934,Where Are the Children,Mary Higgins Clark,1976,Bantam Doubleday Dell
440998050,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf
743464672,Getting Over Jack Wagner,Elise Juska,2003,Downtown Press
155874424X,Chicken Soup for the Soul at Work (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications
1565122968,Gap Creek: A Novel,Robert Morgan,2000,Algonquin Books of Chapel Hill
804115613,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,2000,Ballantine Books
679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA
345449347,The Fourth Hand,John Irving,2002,Ballantine Books
156006391,The Seville Communion,Arturo Perez-Reverte,1999,Harvest Books
156010593,All the Names,Jose Saramago,2001,Harvest Books
375701907,Straight Man : A Novel (Vintage Contemporaries),RICHARD RUSSO,1998,Vintage
679777547,The Club Dumas: A Novel,Arturo Perez-Reverte,1998,Vintage Books USA
034543479X,A Widow for One Year,JOHN IRVING,2001,Fawcett
375705198,Amy and Isabelle : A novel,ELIZABETH STROUT,2000,Vintage
747545634,The Map of Love,Ahdaf Soueif,2000,Trafalgar Square
449910830,The All-True Travels and Adventures of Lidie Newton: A Novel (Ballantine Reader's Circle),Jane Smiley,1999,Ballantine Books
894808249,All I Need to Know I Learned from My Cat,Suzy Becker,1990,Workman Publishing
044021873X,Windy City Blues (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1996,Dell
449223345,A Pirate Looks at Fifty,Jimmy Buffett,1999,Fawcett Books
449223833,The Deep Blue Good-By,John D. MacDonald,1995,Fawcett Books
679412956,Lasher,Anne Rice,1993,Alfred A. Knopf
688156142,The Forgotten: A Peter Decker/Rina Lazarus Novel,Faye Kellerman,2001,William Morrow & Company
399137734,Dragon Tears,Dean R. Koontz,1993,Putnam Pub Group
439139600,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks
670894370,A Common Life : The Wedding Story (The Mitford Years),Jan Karon,2001,Viking Books
385495641,Ghost Soldiers: The Forgotten Epic Story of World War II's Most Dramatic Mission,HAMPTON SIDES,2001,Doubleday
670031208,Shepherds Abiding,Jan Karon,2003,Viking Books
142004278,Big Fish,Daniel Wallace,2003,Penguin USA (Paper)
451192036,Black Like Me,John Howard Griffin,1996,Signet Book
140434186,Wuthering Heights (Penguin Classics),Emily Bronte,1996,Penguin Books
192833863,Dracula (Oxford World's Classics),Bram Stoker,1998,Oxford University Press
446531480,A Body to Die For,Kate White,2003,Warner Books
451207645,The Oath,John Lescroart,2003,Signet Book
743428188,The Twentieth Wife: A Novel,Indu Sundaresan,2003,Washington Square Press
61000078,Billy Bathgate: A Novel,E. L. Doctorow,1991,Harper Mass Market Paperbacks
671670689,Dawn (Cutler),V.C. Andrews,1990,Pocket
449000869,Ashworth Hall (Charlotte & Thomas Pitt Novels (Paperback)),ANNE PERRY,1998,Fawcett
446605581,Fat Tuesday,Sandra Brown,1998,Warner Vision
441694543,Quozl,Alan Dean Foster,1989,Ace Books
345395069,Reign in Hell,William Diehl,1998,Ballantine Books
042514545X,Fool's Puzzle,Earlene Fowler,1995,Berkley Publishing Group
671011375,Death du Jour,Kathy Reichs,2000,Pocket
515126489,Critical Mass,Steven Paul Martini,1999,Jove Books
399142851,Unnatural Exposure,Patricia Daniels Cornwell,1997,Putnam Pub Group
399146253,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Publishing Group
316693294,Cat and Mouse,James Patterson,1997,Replica Books
553096834,Couplehood,Paul Reiser,1994,Bantam Dell Pub Group
345334019,Escape the Night,Richard North Patterson,1995,Ballantine Books
553574663,The Grilling Season,Diane Mott Davidson,1998,Bantam Books
451180054,Trial by Fire,Nancy Taylor Rosenberg,1996,Signet Book
399146504,The Devil's Code,John Sandford,2000,G. P. Putnam's Sons
553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam
425176037,Shell Game (Kathleen Mallory Novels (Paperback)),Carol O'Connell,2000,Berkley Publishing Group
425083837,The Hunt for Red October,Tom Clancy,1985,Berkley Publishing Group
425135721,McNally's Secret (Archy McNally Novels (Paperback)),Lawrence Sanders,1994,Berkley Publishing Group
553292722,Still Waters,TAMI HOAG,1992,Bantam
380721643,Track of the Cat (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1994,Avon Books
425183750,Blood Lure,Nevada Barr,2002,Berkley Publishing Group
452282268,Le Mariage,Diane Johnson,2001,Plume Books
373226918,The Bride's Rescuer,Charlotte Douglas,2002,Harlequin
345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books
671442686,Restaurant at the End of the Universe,Douglas Adams,1982,Pocket
671525808,So Long and Thanks for all the Fish,Douglas Adams,1985,Pocket
671684027,Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,1990,Star Trek
812516214,Dreams Underfoot,Charles De Lint,1995,Tor Books
671742493,Delta Of Venus,Anais Nin,1991,Pocket
446391301,Geek Love,Katherine Dunn,1993,Warner Books
8495501090,El ocho,Katherine Neville,2001,Punto de Lectura
8495501198,Memorias de una geisha,Arthur Golden,2001,Suma de Letras
8433925180,El Antropologo Inocente,Nigel Barley,1998,Anagrama
802130119,The Master and Margarita,Mikhail Bulgakov,1987,Grove Press
440224705,Hard Time (V.I. Warshawski Novels (Paperback)),SARA PARETSKY,2000,Dell
312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks
345459202,Big Stone Gap,Adriana Trigiani,2003,Fawcett Books
684800713,Sun Also Rises,Ernest Hemingway,1995,Scribner
1566840287,The Christmas Box (Christmas Box Trilogy),Richard Paul Evans,1993,Pubs Wholesale
1400031346,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK)
446524131,Something More: Excavating Your Authentic Self,Sarah Ban Breathnach,1998,Warner Books
446612626,Reversible Errors,Scott Turow,2003,Warner Vision
316781142,The Last Time They Met : A Novel,Anita Shreve,2001,Little
60008024,Angels,Marian Keyes,2002,William Morrow
051511264X,Prime Witness,Steven Paul Martini,1994,Jove Books
345389417,Servant of the Bones,Anne Rice,1998,Ballantine Books
425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group
684853523,On Writing,Stephen King,2000,Scribner
60193395,Body for Life: 12 Weeks to Mental and Physical Strength,Bill Phillips,1999,HarperCollins
446363669,The Doomsday Conspiracy,Sidney Sheldon,1992,Warner Books
345339495,Nerilka's Story (Dragonriders of Pern (Paperback)),Anne McCaffrey,1995,Del Rey Books
671525433,Dark Angel,V.C. Andrews,1986,Pocket
452283442,The Darwin Awards: Evolution in Action,Wendy Northcutt,2002,Plume Books
345404319,Taltos: Lives of the Mayfair Witches,Anne Rice,1996,Ballantine Books
61000299,Listening Woman (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch
670894699,The Florabama Ladies Auxiliary and Sewing Circle,Lois Battle,2001,Viking Books
452283086,The Cross-Country Quilters,Jennifer Chiaverini,2002,Plume Books
61000035,The Dark Wind (Jim Chee Novels),Tony Hillerman,1990,HarperTorch
038081093X,Excavation,James Rollins,2000,HarperTorch
684867974,Take the Cannoli : Stories From the New World,Sarah Vowell,2000,Simon & Schuster
60924349,Maybe the Moon : A Novel,Armistead Maupin,1993,Perennial
3257211945,Das Hotel New Hampshire,John Irving,1998,Diogenes Verlag AG
375758453,Without Reservations : The Travels of an Independent Woman,ALICE STEINBACH,2002,Random House Trade Paperbacks
451168615,Skeleton Crew,Stephen King,1986,Signet Book
385334206,Breakfast of Champions,Kurt Vonnegut,1999,Delta
1853260010,Wuthering Heights (Wordsworth Classics),Emily Bronte,1997,NTC/Contemporary Publishing Company
553379267,A Canticle for Leibowitz (Bantam Spectra Book),Walter M. Miller Jr.,1997,Bantam
1853260002,Pride & Prejudice (Wordsworth Classics),Jane Austen,1997,NTC/Contemporary Publishing Company
553560735,Red Mars (Mars Trilogy),Kim Stanley Robinson,1993,Bantam
553106651,Seize the Night,DEAN KOONTZ,1998,Bantam
425099334,Shattered,Dean R. Koontz,1993,Berkley Publishing Group
067978148X,The Rules of Attraction,Bret Easton Ellis,1998,Vintage Books USA
684853507,BAG OF BONES : A NOVEL,Stephen King,1998,Scribner
670865796,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),Jacquelyn Mitchard,1996,Penguin USA
316603570,3rd Degree,James Patterson,2004,Little
312289723,Ten Big Ones: A Stephanie Plum Novel,Janet Evanovich,2004,St. Martin's Press
425192725,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group
553579525,The Moor (Mary Russell Novels (Paperback)),LAURIE R. KING,1999,Bantam
380792745,The Lust Lizard of Melancholy Cove,Christopher Moore,2000,Perennial
553573985,Gibbon's Decline and Fall,Sheri S. Tepper,1997,Bantam Books
393046974,House of Sand and Fog,Andre Dubus III,1999,W.W. Norton & Company
671656155,The Fall of Atlantis,Marion Zimmer Bradley,1987,Baen
345450698,Clay's Quilt: A Novel (Ballantine Reader's Circle),Silas House,2002,Ballantine Books
375412530,Back When We Were Grownups: A Novel,ANNE TYLER,2001,Knopf
553569031,Gone But Not Forgotten,PHILLIP M. MARGOLIN,1994,Bantam
804114609,Patty Jane's House of Curl,Lorna Landvik,1999,Ivy Books
345438825,Angry Housewives Eating Bon Bons,LORNA LANDVIK,2003,Ballantine Books
039915079X,The Teeth of the Tiger,Tom Clancy,2003,G. P. Putnam's Sons
670894508,Cause Celeb,Helen Fielding,2001,Viking Books
385729340,The Second Summer of the Sisterhood,ANN BRASHARES,2003,Delacorte Books for Young Readers
517122707,A Confederacy of Dunces,John Kennedy Toole,1995,Outlet Books Company
330331973,River God,Wilbur Smith,1994,St. Martin's Press
031298328X,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks
451205626,Cold Paradise (Stone Barrington Novels (Paperback)),Stuart Woods,2002,Signet Book
446606456,An Isolated Incident,Susan R. Sloan,1999,Warner Books
449223043,Guardian,John Saul,1995,Fawcett Books
553284118,Creature,John Saul,1990,Bantam Books
446364622,The Children of Men,P.D. James,1994,Warner Books
671737791,The Bride,Julie Garwood,1991,Pocket Star
684826127,WATER WITCHES,Chris Bohjalian,1997,Touchstone
345423135,The Magic Circle,Katherine Neville,1999,Ballantine Books
891073906,This Present Darkness,Frank E. Peretti,1986,Crossway Books
380728133,Bloodsucking Fiends: A Love Story,Christopher Moore,1996,Perennial
375422412,Three Junes,Julia Glass,2002,Pantheon Books
449003981,A Patchwork Planet (Ballantine Reader's Circle),Anne Tyler,1999,Ballantine Books
037570924X,An Equal Music,Vikram Seth,2000,Vintage Books USA
345435168,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books
786886323,Carter Beats the Devil,Glen Gold,2002,Hyperion
380730847,The Forgotten (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,2002,Avon
345441265,The Ladies Auxiliary (Ballantine Reader's Circle),Tova Mirvis,2000,Ballantine Books
440221595,The Glass Lake,Maeve Binchy,1996,Dell
525947299,No Second  Chance,Harlan Coben,2003,Dutton Books
671038443,The Devil's Teardrop,Jeffery Deaver,2000,Pocket
440222656,The Horse Whisperer,Nicholas Evans,1996,Dell
679433015,Servant of the Bones,Anne Rice,1996,Alfred A. Knopf
394587863,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1990,Knopf
014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books
590425919,White Fang,Jack London,1989,Apple Classics (Scholastic)
441478123,The Left Hand of Darkness (Remembering Tomorrow),Ursula K. Le Guin,1991,ACE Charter
515129224,Soft Focus,Jayne Ann Krentz,2000,Jove Books
449005844,The Wild Child,Mary Jo Putney,2000,Ballantine Books
044922046X,Catering to Nobody,Diane Mott Davidson,1995,Fawcett Books
425181685,Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover)),Laurell K. Hamilton,2001,Berkley Publishing Group
515130923,Dawn in Eclipse Bay,Jayne Ann Krentz,2001,Jove Books
380802325,Suddenly You,Lisa Kleypas,2001,Avon
553572040,Killer Pancake,Diane Mott Davidson,1996,Crimeline
345435273,A Caress of Twilight (Meredith Gentry Novels (Hardcover)),LAURELL K. HAMILTON,2002,Ballantine Books
380814803,The Pursuit (Avon Historical Romance),Johanna Lindsey,2003,Avon
671871005,The WEDDING,Julie Garwood,1997,Pocket Star
670878073,Wobegon Boy,Garrison Keillor,1997,Viking Books
515128600,The Edge,Catherine Coulter,2000,Jove Books
553583980,True Blue,Luanne Rice,2002,Bantam Books
515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books
312952716,A Simple Plan,Scott Smith,1994,St. Martin's Press
671039415,Fearless #1,Francine Pascal,1999,Simon Pulse
312130279,The Bird Artist,Howard Norman,1995,Picador USA
051511331X,November of the Heart,LaVyrle Spencer,1995,Jove Books
